geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_179,507710,Castor Bay,12,12,18,6,12
Area_Unit_180,507720,Crown Hill,6,12,9,15,12
Area_Unit_181,507800,Lake Pupuke,36,33,33,24,39
Area_Unit_182,507900,Westlake,72,99,102,99,105
Area_Unit_183,508010,Takapuna Central,15,12,21,15,15
Area_Unit_184,508020,Hauraki,24,36,24,21,30
Area_Unit_185,508110,Seacliffe,27,39,33,24,39
Area_Unit_186,508120,Bayswater,12,6,9,9,6
Area_Unit_187,508210,Kaipatiki,15,21,15,27,33
Area_Unit_188,508220,Windy Ridge,12,12,9,12,9
Area_Unit_189,508310,Glenfield Central,24,18,24,18,24
Area_Unit_190,508320,Glenfield North,9,15,9,12,18
Area_Unit_191,508411,Glendhu,15,21,18,15,21
Area_Unit_192,508412,Witheford,6,6,6,9,3
Area_Unit_193,508420,Target Road,21,21,24,15,24
Area_Unit_194,508510,Forrest Hill,30,33,45,30,36
Area_Unit_195,508520,Sunnynook,15,18,18,24,15
Area_Unit_196,508610,Monarch Park,18,15,15,21,12
Area_Unit_197,508620,Sunnybrae,15,18,12,18,12
Area_Unit_198,508700,Albany North,0,0,0,0,0
Area_Unit_199,508701,Albany,9,12,9,15,12
Area_Unit_200,508702,Northcross,0,0,0,0,0
Area_Unit_201,508703,Fairview,21,18,24,18,18
Area_Unit_202,508704,Northcross,6,9,15,9,21
Area_Unit_203,508800,Albany South,0,0,0,0,0
Area_Unit_204,508801,North Harbour,0,0,0,0,0
Area_Unit_205,508802,Pinehill,0,0,0,0,0
Area_Unit_206,508803,Unsworth Heights,48,60,51,42,54
Area_Unit_207,508804,Pinehill,12,9,15,12,12
Area_Unit_208,508805,Windsor Park,18,18,24,15,36
Area_Unit_209,508806,North Harbour West,66,69,45,63,57
Area_Unit_210,508807,North Harbour East,30,30,36,33,30
Area_Unit_211,508900,Long Bay,9,12,12,9,12
Area_Unit_212,509000,Paremoremo East,6,9,6,6,6
Area_Unit_213,509100,Greenhithe,12,15,15,21,27
Area_Unit_214,509300,Narrow Neck,21,18,27,18,21
Area_Unit_215,509400,Mt Victoria,18,27,39,15,21
Area_Unit_216,509500,Stanley Bay,6,3,6,6,9
Area_Unit_217,509701,Ocean View,27,15,24,15,18
Area_Unit_218,509702,Tuff Crater,57,54,63,60,60
Area_Unit_219,509800,Northcote South,33,30,45,36,39
Area_Unit_220,510010,Beachhaven North,18,21,27,18,21
Area_Unit_221,510020,Beachhaven South,12,12,12,18,9
Area_Unit_222,510210,Birkdale North,27,36,45,42,36
Area_Unit_223,510220,Birkdale South,12,24,33,24,27
Area_Unit_224,510401,Kauri Park,6,15,12,9,30
Area_Unit_225,510402,Chelsea,9,12,18,12,15
Area_Unit_226,510500,Birkenhead East,42,27,39,24,30
Area_Unit_227,510700,Henderson North,75,72,78,111,81
Area_Unit_228,510800,Henderson South,15,15,21,30,24
Area_Unit_229,511001,Tangutu,15,15,9,9,9
Area_Unit_230,511002,Woodglen,15,24,12,18,12
Area_Unit_231,511100,Glen Eden East,30,42,27,36,36
Area_Unit_232,511300,New Lynn North,0,0,0,0,0
Area_Unit_233,511301,New Lynn North,12,3,15,15,15
Area_Unit_234,511302,New Lynn South,9,12,15,12,15
Area_Unit_235,511303,Lynnmall,9,9,6,6,12
Area_Unit_236,511401,Fruitvale,24,27,15,21,24
Area_Unit_237,511402,Rewarewa,45,39,48,45,54
Area_Unit_238,511601,Glendene North,24,18,21,33,18
Area_Unit_239,511602,Glendene South,6,6,12,9,15
Area_Unit_240,511700,Kelston Central,18,21,24,27,24
Area_Unit_241,511800,Sunnyvale,21,33,30,30,33
Area_Unit_242,511901,Kaurilands,9,9,9,12,9
Area_Unit_243,511902,Crum Park,12,18,15,18,18
Area_Unit_244,512000,Titirangi South,15,15,6,12,3
Area_Unit_245,512100,Green Bay,48,39,45,48,36
Area_Unit_246,512201,Matipo,15,15,18,15,21
Area_Unit_247,512202,Durham Green,36,51,36,45,51
Area_Unit_248,512300,Te Atatu Central,24,27,18,24,24
Area_Unit_249,512401,Edmonton,15,18,18,12,9
Area_Unit_250,512402,Wakeling,15,18,15,18,27
Area_Unit_251,512500,Mcleod,57,45,57,54,36
Area_Unit_252,512600,Konini,21,9,3,12,12
Area_Unit_253,512700,Waima,9,3,6,6,6
Area_Unit_254,512801,Laingholm,12,3,12,3,9
Area_Unit_255,512802,Armour Bay,3,0,0,0,3
Area_Unit_256,512901,Parrs Park,0,0,0,0,0
Area_Unit_257,512902,Otimai,12,9,6,15,6
Area_Unit_258,512903,Parrs Park West,6,3,9,3,12
Area_Unit_259,512904,Parrs Park,6,6,0,6,6
Area_Unit_260,512905,Oratia West,0,0,0,0,0
Area_Unit_261,512906,Oratia,18,21,21,30,33
Area_Unit_262,513010,Sturges South,0,0,0,0,0
Area_Unit_263,513011,Henderson West,3,12,6,9,12
Area_Unit_264,513012,Palm Heights,9,9,6,3,6
Area_Unit_265,513013,McLaren Park,27,27,15,12,21
Area_Unit_266,513020,Opanuku,6,12,9,0,3
Area_Unit_267,513100,Swanson,0,0,0,0,0
Area_Unit_268,513101,Swanson,6,6,6,3,9
Area_Unit_269,513102,Swanson South,3,3,6,3,6
Area_Unit_270,513210,Ranui North,0,0,0,0,0
Area_Unit_271,513211,Urlich,12,12,12,18,12
Area_Unit_272,513212,Starling Park,9,12,9,6,12
Area_Unit_273,513213,Ranui Domain,12,18,18,18,21
Area_Unit_274,513214,Ranui South,15,12,12,9,9
Area_Unit_275,513220,Sturges North,21,15,27,24,24
Area_Unit_276,513301,Kingdale,21,12,15,24,24
Area_Unit_277,513302,Fairdene,15,27,27,18,27
Area_Unit_278,513410,Whenuapai West,3,6,0,12,12
Area_Unit_279,513420,Herald,3,3,6,9,6
Area_Unit_280,513430,Hobsonville,0,0,0,0,0
Area_Unit_281,513431,Hobsonville East,3,0,3,3,0
Area_Unit_282,513432,Hobsonville South,24,27,24,30,27
Area_Unit_283,513510,Royal Road West,0,0,0,0,0
Area_Unit_284,513511,Westgate,18,33,24,30,15
Area_Unit_285,513512,Royal Road West,12,12,12,9,9
Area_Unit_286,513521,West Harbour,9,12,18,12,12
Area_Unit_287,513522,Lucken Point,12,18,18,12,12
Area_Unit_288,513530,Royal Heights,33,36,39,45,33
Area_Unit_289,513610,Massey West,3,3,3,3,0
Area_Unit_290,513620,Birdwood,0,0,0,0,0
Area_Unit_291,513621,Birdwood West,0,3,0,0,0
Area_Unit_292,513622,Birdwood East,3,3,3,6,9
Area_Unit_293,513631,Waimumu North,18,21,24,18,21
Area_Unit_294,513632,Waimumu South,21,9,12,15,15
Area_Unit_295,513701,Taupaki,0,3,3,3,3
Area_Unit_296,513702,Waitakere,6,3,3,6,6
Area_Unit_297,513800,Karekare,9,12,12,9,12
Area_Unit_298,514000,Freemans Bay,9,12,6,15,18
Area_Unit_299,514100,Auckland Central,0,0,0,0,0
Area_Unit_300,514101,Auckland Harbourside,6,6,6,3,9
Area_Unit_301,514102,Auckland Central West,15,18,12,15,21
Area_Unit_302,514103,Auckland Central East,12,12,9,18,24
Area_Unit_303,514200,Newton,0,3,3,3,3
Area_Unit_304,514300,Grafton,0,0,0,0,0
Area_Unit_305,514301,Grafton West,3,3,0,3,6
Area_Unit_306,514302,Grafton East,12,9,9,15,12
Area_Unit_307,514401,Roberton,24,21,27,21,30
Area_Unit_308,514402,Glenavon,18,27,24,33,24
Area_Unit_309,514500,New Windsor,21,39,21,24,36
Area_Unit_310,514600,Avondale South,21,18,33,21,33
Area_Unit_311,514700,Blockhouse Bay,93,87,87,90,114
Area_Unit_312,514801,Rosebank,24,24,30,36,36
Area_Unit_313,514802,Avondale West,36,45,36,39,45
Area_Unit_314,514900,Waterview,15,12,12,12,12
Area_Unit_315,515001,Point Chevalier West,81,84,87,72,81
Area_Unit_316,515002,Point Chevalier East,18,12,12,15,27
Area_Unit_317,515003,Point Chevalier South,6,6,6,6,6
Area_Unit_318,515100,Westmere,18,24,33,30,27
Area_Unit_319,515201,Herne Bay,9,15,9,12,9
Area_Unit_320,515202,St Marys,24,27,24,36,27
Area_Unit_321,515301,Ponsonby West,15,15,18,21,15
Area_Unit_322,515302,Ponsonby East,9,12,15,9,18
Area_Unit_323,515410,Grey Lynn West,12,12,9,3,6
Area_Unit_324,515420,Grey Lynn East,6,3,9,6,3
Area_Unit_325,515431,Surrey Crescent,18,9,9,6,12
Area_Unit_326,515432,St Lukes North,0,0,0,3,0
Area_Unit_327,515500,Arch Hill,0,3,3,6,9
Area_Unit_328,515600,Eden Terrace,0,6,0,6,3
Area_Unit_329,515700,Epsom North,18,12,15,9,18
Area_Unit_330,515801,Epsom Central,24,24,18,27,27
Area_Unit_331,515802,Epsom South,6,6,6,12,9
Area_Unit_332,515901,Parnell East,9,6,15,6,12
Area_Unit_333,515902,Parnell West,15,21,12,9,18
Area_Unit_334,516001,Mt Hobson,3,3,6,12,6
Area_Unit_335,516002,Remuera South,21,15,24,18,12
Area_Unit_336,516003,Abbotts Park,15,18,27,15,18
Area_Unit_337,516101,Remuera West,12,24,18,12,18
Area_Unit_338,516102,Waitaramoa,21,6,24,18,9
Area_Unit_339,516201,Orakei South,12,15,12,9,9
Area_Unit_340,516202,Waiata,69,75,75,66,42
Area_Unit_341,516301,Meadowbank North,48,42,42,39,21
Area_Unit_342,516302,Meadowbank South,30,27,39,27,36
Area_Unit_343,516400,Orakei North,48,42,36,45,45
Area_Unit_344,516500,Mission Bay,27,36,30,18,39
Area_Unit_345,516601,Kohimarama West,15,15,24,21,18
Area_Unit_346,516602,Kohimarama East,12,12,21,15,18
Area_Unit_347,516700,St Heliers,36,18,30,18,21
Area_Unit_348,516800,Glendowie,12,15,18,9,9
Area_Unit_349,516900,Glen Innes North,99,102,120,114,117
Area_Unit_350,517001,Glen Innes West,24,33,18,21,39
Area_Unit_351,517002,Glen Innes East,15,9,15,12,12
Area_Unit_352,517100,Point England,27,24,30,30,21
Area_Unit_353,517200,St Johns,0,0,0,0,0
Area_Unit_354,517201,St Johns,6,3,9,3,12
Area_Unit_355,517202,Stonefields,3,3,6,3,6
Area_Unit_356,517400,Newmarket,3,6,6,9,6
Area_Unit_357,517500,Kingsland,9,9,12,6,15
Area_Unit_358,517600,St Lukes,12,12,6,6,9
Area_Unit_359,517701,Sandringham North,9,15,12,9,21
Area_Unit_360,517702,Sandringham West,24,15,15,15,18
Area_Unit_361,517703,Sandringham East,9,12,9,15,15
Area_Unit_362,517800,Mt Albert Central,24,24,18,24,15
Area_Unit_363,517901,Springleigh,18,21,30,36,33
Area_Unit_364,517902,Owairaka West,12,9,9,9,9
Area_Unit_365,517903,Owairaka East,36,36,30,27,39
Area_Unit_366,518101,Mt Eden North,21,36,36,33,30
Area_Unit_367,518102,Sherbourne,9,21,21,24,24
Area_Unit_368,518201,Balmoral,9,15,21,21,18
Area_Unit_369,518202,Mt Eden East,6,9,9,3,9
Area_Unit_370,518301,Maungawhau,9,9,15,12,9
Area_Unit_371,518302,Mt Eden South,18,12,18,12,9
Area_Unit_372,518500,Three Kings,30,27,15,30,30
Area_Unit_373,518600,Royal Oak,51,39,51,51,51
Area_Unit_374,518701,Hillsborough West,60,45,51,42,54
Area_Unit_375,518702,Hillsborough East,54,57,51,51,39
Area_Unit_376,518801,Walmsley,9,24,15,15,21
Area_Unit_377,518802,Wesley,9,6,15,12,15
Area_Unit_378,518803,Akarana,24,36,39,36,27
Area_Unit_379,518901,Lynfield North,24,27,21,30,30
Area_Unit_380,518902,Lynfield South,18,12,15,12,15
Area_Unit_381,519001,Waikowhai West,30,18,24,18,30
Area_Unit_382,519002,Waikowhai East,24,12,24,21,15
Area_Unit_383,519200,Mt St John,60,60,78,69,72
Area_Unit_384,519300,One Tree Hill Central,27,30,27,36,36
Area_Unit_385,519400,One Tree Hill East,21,30,21,21,15
Area_Unit_386,519500,Penrose,3,0,3,3,3
Area_Unit_387,519710,Onehunga North West,27,30,24,27,24
Area_Unit_388,519720,Onehunga North East,24,12,24,15,18
Area_Unit_389,519810,Onehunga South West,36,39,30,24,27
Area_Unit_390,519820,Onehunga South East,12,21,15,12,15
Area_Unit_391,519900,Oranga,21,15,18,21,21
Area_Unit_392,520000,Te Papapa,12,12,21,6,18
Area_Unit_393,520201,Ellerslie North,48,51,48,54,54
Area_Unit_394,520202,Ellerslie South,6,3,6,3,3
Area_Unit_395,520300,Mt Wellington North,0,0,0,0,0
Area_Unit_396,520301,Mt Wellington Domain,9,3,9,6,9
Area_Unit_397,520302,Mt Wellington West,63,81,81,72,93
Area_Unit_398,520303,Mt Wellington North,30,54,27,27,30
Area_Unit_399,520401,Ferndale,18,12,12,15,15
Area_Unit_400,520402,Hamlin,30,24,30,15,30
Area_Unit_401,520500,Mt Wellington South,27,36,27,30,36
Area_Unit_402,520601,Tamaki,24,33,27,30,30
Area_Unit_403,520602,Panmure Basin,21,18,27,21,21
Area_Unit_404,520801,Waiheke Island,48,39,54,42,51
Area_Unit_405,520802,Bays-Waiheke Island,0,0,0,0,0
Area_Unit_406,520803,Bays-Waiheke Island,0,0,0,0,0
Area_Unit_407,520804,Tidal-Waiheke Island,0,0,0,0,0
Area_Unit_408,520900,Islands-Motutapu Rangitoto Rakino,0,0,0,0,0
Area_Unit_409,521000,Great Barrier Island,6,6,3,9,6
Area_Unit_410,521111,Paerata-Cape Hill,3,6,3,0,3
Area_Unit_411,521112,Eden Road-Hill Top,3,0,6,3,3
Area_Unit_412,521113,Buckland,0,0,0,0,0
Area_Unit_413,521114,Redoubt,0,0,0,0,0
Area_Unit_414,521115,Opuawhanga,0,0,0,3,0
Area_Unit_415,521116,Buckland,0,3,0,3,0
Area_Unit_416,521117,Buckland South,3,0,3,3,6
Area_Unit_417,521121,Patumahoe,6,12,15,9,9
Area_Unit_418,521122,Kingseat,21,15,24,27,33
Area_Unit_419,521131,Pokeno,6,6,6,3,6
Area_Unit_420,521132,Hunua,18,12,12,18,24
Area_Unit_421,521133,Mangatawhiri,0,0,0,0,0
Area_Unit_422,521134,Paparata,3,0,0,0,3
Area_Unit_423,521135,Mangatawhiri,3,3,6,6,6
Area_Unit_424,521136,Kaiaua,6,6,6,9,3
Area_Unit_425,521151,Awhitu,21,21,18,24,21
Area_Unit_426,521152,Glenbrook,12,15,12,9,12
Area_Unit_427,521153,Otaua,9,9,12,9,9
Area_Unit_428,521160,Bombay,3,3,3,3,3
Area_Unit_429,521201,Hingaia,0,9,9,21,24
Area_Unit_430,521202,Whangapouri Creek,3,0,3,0,3
Area_Unit_431,521203,Bremner,3,3,3,3,0
Area_Unit_432,521301,Drury,12,9,12,18,12
Area_Unit_433,521302,Runciman,3,3,0,6,0
Area_Unit_434,521501,Mellons Bay,18,27,18,18,21
Area_Unit_435,521502,Cockle Bay,24,21,18,12,15
Area_Unit_436,521601,Howick West,9,12,9,12,12
Area_Unit_437,521602,Howick Central,66,60,57,81,81
Area_Unit_438,521800,Otahuhu East,0,0,0,0,0
Area_Unit_439,521801,Otahuhu North,9,21,12,12,12
Area_Unit_440,521802,Fairburn,18,21,15,18,15
Area_Unit_441,521803,Otahuhu East,12,15,12,9,9
Area_Unit_442,521901,Otahuhu West,30,36,36,27,36
Area_Unit_443,521902,Middlemore,6,9,3,9,12
Area_Unit_444,522100,Papatoetoe West,27,24,24,24,27
Area_Unit_445,522201,Papatoetoe North,30,30,45,33,39
Area_Unit_446,522202,Papatoetoe Central,33,48,39,42,39
Area_Unit_447,522301,Dingwall,18,27,15,18,15
Area_Unit_448,522302,Papatoetoe East,27,27,30,27,27
Area_Unit_449,522400,Puhinui North,27,21,36,33,30
Area_Unit_450,522601,Bucklands and Eastern Beaches,24,24,15,18,15
Area_Unit_451,522602,Bucklands Beach South,0,0,0,0,0
Area_Unit_452,522603,Bleakhouse,6,12,6,6,3
Area_Unit_453,522604,Bucklands Beach South,9,12,9,6,9
Area_Unit_454,522605,Half Moon Bay Marina,0,0,0,0,0
Area_Unit_455,522711,Pigeon Mountain North,15,6,9,6,9
Area_Unit_456,522712,Murvale,12,9,18,15,12
Area_Unit_457,522721,Pigeon Mountain South,21,21,15,24,27
Area_Unit_458,522722,Highland Park,54,51,57,39,48
Area_Unit_459,522723,Elsmore Park,6,9,6,6,12
Area_Unit_460,522730,Half Moon Bay,12,12,9,18,15
Area_Unit_461,522810,Pakuranga North,21,18,15,15,12
Area_Unit_462,522820,Sunnyhills,12,15,21,18,18
Area_Unit_463,522910,Pakuranga Central,12,15,24,15,21
Area_Unit_464,522920,Edgewater,54,63,63,54,60
Area_Unit_465,523000,Pakuranga East,15,15,15,15,15
Area_Unit_466,523101,Howick South,33,48,42,45,42
Area_Unit_467,523102,Meadowland,18,12,21,18,6
Area_Unit_468,523103,Cascades,0,0,0,0,0
Area_Unit_469,523104,East Tamaki,0,0,0,0,0
Area_Unit_470,523105,Golfland,12,9,12,6,9
Area_Unit_471,523106,Millhouse,27,21,9,12,24
Area_Unit_472,523107,Burswood,3,3,3,9,3
Area_Unit_473,523108,East Tamaki (from 2001),0,0,0,0,0
Area_Unit_474,523109,Dannemora,9,18,9,9,21
Area_Unit_475,523110,Kilkenny,6,12,27,48,42
Area_Unit_476,523111,Point View,0,0,0,0,0
Area_Unit_477,523112,Highbrook,0,0,0,0,0
Area_Unit_478,523113,Greenmount,12,12,15,18,15
Area_Unit_479,523114,Point View,12,9,12,12,15
Area_Unit_480,523115,Baverstock Oaks,18,12,12,15,15
Area_Unit_481,523116,Mission Heights,3,6,3,6,3
Area_Unit_482,523201,Shelly Park,6,6,9,3,6
Area_Unit_483,523202,Turanga,9,9,6,3,6
Area_Unit_484,523300,Beachlands-Maraetai,18,18,24,30,24
Area_Unit_485,523401,Grange,0,0,0,0,0
Area_Unit_486,523402,Otara West,18,18,21,15,21
Area_Unit_487,523403,Wymondley,9,6,9,3,6
Area_Unit_488,523404,Grange,6,6,6,9,3
Area_Unit_489,523501,Otara North,9,9,12,9,6
Area_Unit_490,523502,Otara East,18,27,27,27,15
Area_Unit_491,523601,Otara South,39,24,15,21,33
Area_Unit_492,523602,Ferguson,24,24,30,33,24
Area_Unit_493,523710,Flat Bush,0,0,0,0,0
Area_Unit_494,523711,Rongomai,21,24,24,24,21
Area_Unit_495,523712,Donegal Park,39,33,33,36,45
Area_Unit_496,523713,Ormiston,12,9,9,9,12
Area_Unit_497,523721,Clover Park,21,24,30,21,30
Area_Unit_498,523722,Redoubt North,18,15,15,30,24
Area_Unit_499,523811,Wairere,0,0,0,0,0
Area_Unit_500,523812,Randwick Park,0,0,0,0,0
Area_Unit_501,523813,Ardmore,6,6,3,9,0
Area_Unit_502,523814,Totara Heights,63,63,60,66,66
Area_Unit_503,523815,Wairere (from 2001),0,0,0,0,0
Area_Unit_504,523816,Randwick Park,9,12,15,9,18
Area_Unit_505,523817,Hyperion,6,9,6,6,9
Area_Unit_506,523818,Redoubt East,3,0,3,0,3
Area_Unit_507,523819,Mill Road,6,3,0,3,0
Area_Unit_508,523820,Redoubt South,24,24,27,27,21
Area_Unit_509,523910,Takanini East,0,0,0,0,0
Area_Unit_510,523911,Takanini North,24,36,33,33,36
Area_Unit_511,523912,Takanini South,39,60,51,54,42
Area_Unit_512,523920,Takanini West,18,21,21,15,24
Area_Unit_513,524001,Ambury,18,12,30,15,24
Area_Unit_514,524002,Mangere Bridge,33,33,33,45,39
Area_Unit_515,524111,Mangere Central,18,12,18,18,21
Area_Unit_516,524112,Mascot,36,36,39,33,27
Area_Unit_517,524121,Arahanga,9,6,9,9,12
Area_Unit_518,524122,Viscount,27,30,15,24,27
Area_Unit_519,524200,Mangere South,27,33,27,45,51
Area_Unit_520,524301,Mangere East,33,42,48,36,42
Area_Unit_521,524302,Aorere,21,24,33,24,30
Area_Unit_522,524303,Kohuora,24,18,18,21,27
Area_Unit_523,524401,Favona,0,0,0,0,0
Area_Unit_524,524402,Mangere Station,0,0,0,3,0
Area_Unit_525,524403,Favona West,15,15,15,18,15
Area_Unit_526,524404,Favona North,15,15,21,18,15
Area_Unit_527,524405,Favona South,15,21,15,6,18
Area_Unit_528,524510,Harania North,18,15,18,18,24
Area_Unit_529,524520,Harania West,39,36,51,33,36
Area_Unit_530,524530,Harania East,24,27,30,24,39
Area_Unit_531,524601,Manukau Central,0,0,0,0,0
Area_Unit_532,524602,Wiri,45,60,54,48,57
Area_Unit_533,524603,Puhinui South,21,24,18,21,18
Area_Unit_534,524604,Manukau Central,0,3,3,3,3
Area_Unit_535,524711,Burbank,12,15,18,12,24
Area_Unit_536,524712,Homai West,9,12,15,9,6
Area_Unit_537,524713,Rowandale,12,12,9,9,18
Area_Unit_538,524720,Homai East,36,30,33,27,27
Area_Unit_539,524810,Weymouth,0,0,0,0,0
Area_Unit_540,524811,Weymouth West,30,24,12,12,27
Area_Unit_541,524812,Weymouth East,12,24,18,24,24
Area_Unit_542,524820,Clendon,0,0,0,0,0
Area_Unit_543,524821,Clendon North,9,15,6,12,12
Area_Unit_544,524822,Clendon South,18,12,24,24,21
Area_Unit_545,524901,Hillpark,21,15,24,30,24
Area_Unit_546,524902,Manurewa East,12,15,15,9,12
Area_Unit_547,525001,Manurewa Central,57,63,60,60,63
Area_Unit_548,525002,Beaumont,12,12,9,12,15
Area_Unit_549,525101,Leabank,33,24,33,18,30
Area_Unit_550,525102,Wattle Farm,33,51,39,36,66
Area_Unit_551,525200,Clevedon,0,0,0,0,0
Area_Unit_552,525201,Clevedon,6,18,15,15,12
Area_Unit_553,525202,Kawakawa-Orere,6,12,6,3,12
Area_Unit_554,525410,Papakura Central,21,12,21,15,18
Area_Unit_555,525420,Papakura North,66,75,72,54,48
Area_Unit_556,525510,Papakura South,15,3,6,12,6
Area_Unit_557,525520,Opaheke,6,12,9,12,15
Area_Unit_558,525530,Rosehill,15,18,9,15,12
Area_Unit_559,525540,Pahurehure,9,6,12,18,15
Area_Unit_560,525610,Papakura East,36,39,33,27,27
Area_Unit_561,525620,Massey Park,12,6,9,9,9
Area_Unit_562,525630,Papakura North East,21,21,21,18,24
Area_Unit_563,525700,Red Hill,9,15,6,12,12
Area_Unit_564,525910,Pukekohe North,42,51,63,63,81
Area_Unit_565,525921,Pukekohe West,66,93,78,96,114
Area_Unit_566,525922,Bledisloe Park,18,18,21,21,18
Area_Unit_567,526101,Waiuku,0,0,0,0,0
Area_Unit_568,526102,South Waiuku,0,0,0,0,0
Area_Unit_569,526103,Waiuku West,24,18,21,27,21
Area_Unit_570,526104,Waiuku East,42,33,42,39,33
Area_Unit_571,526105,South Waiuku,9,9,9,6,12
Area_Unit_572,526106,Pukeoware,3,0,3,3,3
Area_Unit_573,526200,Tuakau,27,24,27,24,27
Area_Unit_574,526400,Rotowaro,0,0,0,0,0
Area_Unit_575,526500,Raglan,21,21,27,36,21
Area_Unit_576,526601,Waikato Western Hills,12,15,18,15,21
Area_Unit_577,526602,Te Uku,9,9,6,9,3
Area_Unit_578,526603,Te Pahu,3,3,3,3,3
Area_Unit_579,526701,Onewhero,9,18,18,18,18
Area_Unit_580,526702,Te Akau,3,3,3,3,3
Area_Unit_581,526900,Te Kauwhata,24,24,18,18,24
Area_Unit_582,527002,Rototuna,0,0,0,0,0
Area_Unit_583,527003,Sylvester,0,0,0,0,0
Area_Unit_584,527004,Matangi,27,33,21,33,39
Area_Unit_585,527005,Sylvester,3,6,9,9,6
Area_Unit_586,527006,Flagstaff,30,30,27,30,30
Area_Unit_587,527007,Horsham Downs,12,6,12,15,12
Area_Unit_588,527008,Rototuna,18,15,15,15,15
Area_Unit_589,527009,Huntington,15,24,18,33,33
Area_Unit_590,527111,Whitikahu,9,9,9,6,9
Area_Unit_591,527112,Taupiri Community,6,3,6,0,6
Area_Unit_592,527121,Eureka,0,0,0,0,0
Area_Unit_593,527122,Gordonton,6,3,3,6,6
Area_Unit_594,527123,Kainui,3,6,15,6,15
Area_Unit_595,527124,Newstead,3,0,0,0,0
Area_Unit_596,527125,Eureka,3,0,6,3,3
Area_Unit_597,527131,Tamahere-Tauwhare,33,36,48,33,45
Area_Unit_598,527132,Hautapu,0,0,0,0,0
Area_Unit_599,527133,Hautapu,3,6,15,18,39
Area_Unit_600,527134,Swayne,6,6,3,3,6
Area_Unit_601,527210,Waerenga,9,3,9,12,9
Area_Unit_602,527221,Maramarua,0,3,6,9,6
Area_Unit_603,527222,Meremere,3,6,9,3,3
Area_Unit_604,527401,Huntly West,24,21,27,18,24
Area_Unit_605,527402,Huntly East,39,57,54,45,45
Area_Unit_606,527501,Cambridge North,27,18,27,27,30
Area_Unit_607,527502,Cambridge West,51,48,60,42,51
Area_Unit_608,527503,Cambridge Central,9,12,9,9,9
Area_Unit_609,527504,Leamington West,42,42,33,39,39
Area_Unit_610,527505,Leamington East,30,15,27,18,33
Area_Unit_611,527600,Ohaupo,9,6,12,12,12
Area_Unit_612,527700,Kihikihi,18,9,15,12,12
Area_Unit_613,527810,Peacocke,6,9,15,27,27
Area_Unit_614,527820,Temple View,3,3,3,3,6
Area_Unit_615,527911,Horotiu,0,0,0,0,0
Area_Unit_616,527912,Te Kowhai,6,12,9,12,12
Area_Unit_617,527913,Whatawhata,12,9,15,15,9
Area_Unit_618,527914,Ngahinapouri,9,9,12,6,9
Area_Unit_619,527915,Lake Cameron,3,3,6,0,3
Area_Unit_620,527916,Horotiu,6,3,0,6,6
Area_Unit_621,527917,Te Rapa North,6,6,3,12,6
Area_Unit_622,527921,Te Rore,3,0,3,0,3
Area_Unit_623,527922,Pirongia,9,6,3,6,9
Area_Unit_624,527923,Pokuru,3,3,3,3,0
Area_Unit_625,527924,Lake Ngaroto,3,6,0,3,3
Area_Unit_626,527925,Tokanui,3,0,3,3,3
Area_Unit_627,527931,Pukerimu,3,3,3,3,3
Area_Unit_628,527932,Kaipaki,0,0,3,9,3
Area_Unit_629,527934,Rotoorangi,6,3,3,9,3
Area_Unit_630,527935,Te Rahu,6,0,3,3,6
